Undetected/Common1/Common3/Undetected/Location/DOB/<|>data/Stats/Patterns Data/UndetectedCommon1Common3UndetectedLocationDOB.txt<|>2
Undetected/Common2/Name/Undetected/Name/Undetected/Name/<|>data/Stats/Patterns Data/UndetectedCommon2NameUndetectedNameUndetectedName.txt<|>1
Undetected/Location/Undetected/Location/Name/Undetected/Name/<|>data/Stats/Patterns Data/UndetectedLocationUndetectedLocationNameUndetectedName.txt<|>1
Name/Common3/Undetected/<|>data/Stats/Patterns Data/NameCommon3Undetected.txt<|>37
Location/Undetected/Common3/Name/Undetected/<|>data/Stats/Patterns Data/LocationUndetectedCommon3NameUndetected.txt<|>3
Common1/Undetected/Mobile/Undetected/<|>data/Stats/Patterns Data/Common1UndetectedMobileUndetected.txt<|>284
DOB/DOB/Undetected/<|>data/Stats/Patterns Data/DOBDOBUndetected.txt<|>8
Undetected/Name/Undetected/Common2/Undetected/<|>data/Stats/Patterns Data/UndetectedNameUndetectedCommon2Undetected.txt<|>3
email_Name/<|>data/Stats/Patterns Data/emailName.txt<|>283
Common2/DOB/<|>data/Stats/Patterns Data/Common2DOB.txt<|>64
Common1/Common2/Mobile/Undetected/Name/Undetected/<|>data/Stats/Patterns Data/Common1Common2MobileUndetectedNameUndetected.txt<|>1
Common1/Undetected/Undetected/Common2/<|>data/Stats/Patterns Data/Common1UndetectedUndetectedCommon2.txt<|>36
Location/Undetected/Common3/Undetected/<|>data/Stats/Patterns Data/LocationUndetectedCommon3Undetected.txt<|>1
